order_id,user_id,event_id,tier_id,quantity,total_price,status,created_at,has_qr_code,ip_address,user_agent,device_id,is_fraud,fraud_type
55,5409,76,164,1,11.56,paid,2025-09-01 00:14:00.000000000,True,,,,False,none
56,5921,307,681,1,58.17,paid,2025-09-01 00:15:00.000000000,True,,,,False,none
57,4277,35,74,2,64.02,paid,2025-09-01 00:15:00.000000000,True,,,,False,none
58,175,347,761,1,85.0,paid,2025-09-01 00:17:00.000000000,True,,,,False,none
59,1297,145,315,1,109.39,paid,2025-09-01 00:17:00.000000000,True,,,,False,none
60,5056,424,917,1,9.64,pending,2025-09-01 00:17:00.000000000,False,,,,False,none
61,3632,59,128,1,48.86,paid,2025-09-01 00:20:00.000000000,True,,,,False,none
62,1063,193,422,2,27.38,paid,2025-09-01 00:22:00.000000000,True,,,,False,none
63,2215,225,493,1,26.35,paid,2025-09-01 00:24:00.000000000,True,,,,False,none
64,761,67,144,1,19.1,paid,2025-09-01 00:28:00.000000000,True,,,,False,none
65,687,251,555,1,45.91,paid,2025-09-01 00:29:00.000000000,True,,,,False,none
66,3805,161,352,1,16.81,paid,2025-09-01 00:29:00.000000000,True,,,,False,none
67,6112,424,917,20,192.8,paid,2025-09-01 00:29:05.016770614,True,,,,True,scalping_bulk
68,2918,383,842,1,86.31,paid,2025-09-01 00:32:00.000000000,True,,,,False,none
69,5510,232,508,2,75.38,paid,2025-09-01 00:32:00.000000000,True,,,,False,none
70,307,430,933,1,40.54,paid,2025-09-01 00:33:00.000000000,True,,,,False,none
71,6100,236,517,1,64.28,paid,2025-09-01 00:33:00.000000000,True,,,,False,none
72,3710,245,543,1,59.95,paid,2025-09-01 00:34:00.000000000,True,,,,False,none
73,3236,161,352,1,16.81,pending,2025-09-01 00:35:00.000000000,False,,,,False,none
74,1550,65,139,1,80.7,paid,2025-09-01 00:36:00.000000000,True,,,,False,none
75,1213,236,515,2,124.0,paid,2025-09-01 00:36:00.000000000,True,,,,False,none
76,2645,65,139,1,80.7,paid,2025-09-01 00:39:00.000000000,True,,,,False,none
77,3922,161,352,1,16.81,paid,2025-09-01 00:40:00.000000000,True,,,,False,none
78,5336,273,599,2,610.08,paid,2025-09-01 00:41:00.000000000,True,,,,False,none
79,2539,225,492,1,66.27,paid,2025-09-01 00:41:00.000000000,True,,,,False,none
80,5007,225,493,1,26.35,paid,2025-09-01 00:45:00.000000000,True,,,,False,none
81,4601,437,946,1,11.27,paid,2025-09-01 00:48:00.000000000,True,,,,False,none
82,2338,294,649,1,208.8,paid,2025-09-01 00:50:00.000000000,True,,,,False,none
83,2682,236,516,1,46.96,paid,2025-09-01 00:51:00.000000000,True,,,,False,none
84,2923,411,896,2,30.86,paid,2025-09-01 00:51:00.000000000,True,,,,False,none
85,3810,152,330,1,91.66,refunded,2025-09-01 00:54:00.000000000,False,,,,False,none
86,4927,85,182,3,244.41,paid,2025-09-01 01:09:00.000000000,True,,,,False,none
87,4599,21,39,19,360.81,paid,2025-09-01 01:13:12.302373646,True,,,,True,scalping_bulk
88,3332,85,182,3,244.41,paid,2025-09-01 01:16:00.000000000,True,,,,False,none
89,453,245,542,38,6907.64,pending,2025-09-01 01:49:53.164482828,False,,,,True,scalping_bulk
90,4817,239,526,1,34.17,paid,2025-09-01 02:33:00.000000000,True,,,,False,none
91,4142,353,773,1,25.14,pending,2025-09-01 03:01:04.379451000,False,,,,True,stealth_fraud
92,725,107,234,1,40.63,paid,2025-09-01 04:00:00.000000000,True,,,,False,none
93,5641,374,822,2,21.2,refunded,2025-09-01 04:55:00.000000000,False,,,,False,none
94,2621,107,232,3,390.57,paid,2025-09-01 05:07:00.000000000,True,,,,False,none
95,6057,446,970,1,37.32,paid,2025-09-01 05:25:18.984461000,True,,,,True,stealth_fraud
96,1827,209,450,1,47.49,paid,2025-09-01 06:14:00.000000000,True,,,,False,none
97,4443,366,805,1,26.86,paid,2025-09-01 07:49:00.000000000,False,,,,False,none
98,1994,311,690,4,78.64,paid,2025-09-01 08:02:00.000000000,True,,,,False,none
99,1591,7,7,4,768.8,paid,2025-09-01 08:11:00.000000000,True,,,,False,none
100,4207,366,804,2,45.74,paid,2025-09-01 08:13:00.000000000,True,,,,False,none
101,3560,366,804,2,45.74,paid,2025-09-01 08:23:00.000000000,True,,,,False,none
102,4662,366,803,1,59.84,paid,2025-09-01 08:24:00.000000000,True,,,,False,none
103,1133,107,231,2,91.16,paid,2025-09-01 08:27:00.000000000,True,,,,False,none
104,307,347,761,1,85.0,paid,2025-09-01 08:54:00.000000000,True,,,,False,none
105,2198,107,232,1,130.19,paid,2025-09-01 09:18:00.000000000,True,,,,False,none
106,1863,239,527,2,305.44,paid,2025-09-01 09:24:00.000000000,True,,,,False,none
107,3543,294,649,1,208.8,refunded,2025-09-01 09:38:00.000000000,False,,,,False,none
108,2579,157,341,3,759.75,paid,2025-09-01 09:45:00.000000000,True,,,,False,none
109,4674,107,232,4,520.76,paid,2025-09-01 09:53:00.000000000,True,,,,False,none
110,1752,21,40,1,14.36,paid,2025-09-01 10:00:00.000000000,True,,,,False,none
111,5705,239,526,1,34.17,paid,2025-09-01 10:12:00.000000000,True,,,,False,none
112,5285,347,761,1,85.0,paid,2025-09-01 10:12:00.000000000,True,,,,False,none
113,4993,90,192,1,168.18,paid,2025-09-01 10:19:00.000000000,False,,,,False,none
114,5425,239,525,1,100.99,paid,2025-09-01 10:21:00.000000000,True,,,,False,none
115,487,90,192,3,504.54,paid,2025-09-01 10:50:00.000000000,True,,,,False,none
116,1078,107,232,4,520.76,paid,2025-09-01 10:54:00.000000000,True,,,,False,none
117,4216,107,231,1,45.58,paid,2025-09-01 11:04:00.000000000,True,,,,False,none
118,875,347,761,3,255.0,paid,2025-09-01 11:07:00.000000000,True,,,,False,none
119,5997,347,761,2,170.0,paid,2025-09-01 11:09:00.000000000,True,,,,False,none
120,1481,107,231,1,45.58,paid,2025-09-01 11:09:00.000000000,True,,,,False,none
121,2808,232,508,1,37.69,paid,2025-09-01 11:16:00.000000000,True,,,,False,none
122,4009,366,805,1,26.86,paid,2025-09-01 11:16:00.000000000,True,,,,False,none
123,2198,12,17,1,42.96,paid,2025-09-01 11:40:00.000000000,True,,,,False,none
124,761,28,57,4,548.28,paid,2025-09-01 11:40:00.000000000,True,,,,False,none
125,2031,12,18,2,190.9,paid,2025-09-01 11:40:00.000000000,True,,,,False,none
126,4198,230,503,2,173.64,paid,2025-09-01 11:43:00.000000000,True,,,,False,none
127,3478,434,940,1,13.48,paid,2025-09-01 12:14:00.000000000,False,,,,False,none
128,1061,420,910,2,87.0,paid,2025-09-01 12:21:00.000000000,True,,,,False,none
129,1041,215,467,1,103.68,paid,2025-09-01 12:22:00.000000000,True,,,,False,none
130,1259,107,231,3,136.74,paid,2025-09-01 12:34:00.000000000,True,,,,False,none
131,921,130,286,1,124.26,paid,2025-09-01 12:37:00.000000000,True,,,,False,none
132,2837,420,910,2,87.0,paid,2025-09-01 12:53:00.000000000,True,,,,False,none
133,1052,28,58,1,620.57,paid,2025-09-01 13:02:00.000000000,True,,,,False,none
134,5833,35,75,1,13.15,paid,2025-09-01 13:12:00.000000000,True,,,,False,none
135,4445,209,451,4,555.56,pending,2025-09-01 13:18:00.000000000,False,,,,False,none
136,2860,107,232,2,260.38,paid,2025-09-01 13:26:00.000000000,True,,,,False,none
137,3689,294,648,1,82.06,paid,2025-09-01 13:33:00.000000000,True,,,,False,none
138,2809,239,527,1,152.72,paid,2025-09-01 13:35:00.000000000,True,,,,False,none
139,3171,294,649,1,208.8,paid,2025-09-01 13:41:00.000000000,True,,,,False,none
140,1786,236,515,3,186.0,paid,2025-09-01 13:41:00.000000000,True,,,,False,none
141,4176,90,192,1,168.18,paid,2025-09-01 13:49:00.000000000,True,,,,False,none
142,1451,86,183,1,27.1,paid,2025-09-01 14:15:00.000000000,True,,,,False,none
143,2467,468,1020,3,381.15,paid,2025-09-01 14:23:00.000000000,True,,,,False,none
144,5642,86,183,1,27.1,paid,2025-09-01 14:27:00.000000000,True,,,,False,none
145,1595,107,232,4,520.76,paid,2025-09-01 14:28:00.000000000,True,,,,False,none
146,1134,366,804,1,22.87,paid,2025-09-01 14:30:00.000000000,True,,,,False,none
147,1078,107,234,3,121.89,paid,2025-09-01 14:34:00.000000000,True,,,,False,none
148,177,43,92,2,275.72,paid,2025-09-01 14:42:00.000000000,True,,,,False,none
149,2873,215,466,3,488.79,paid,2025-09-01 14:46:00.000000000,True,,,,False,none
150,620,347,761,3,255.0,paid,2025-09-01 14:49:00.000000000,True,,,,False,none
151,3628,239,527,1,152.72,paid,2025-09-01 14:57:00.000000000,True,,,,False,none
152,686,90,192,3,504.54,paid,2025-09-01 15:04:00.000000000,True,,,,False,none
153,5418,157,342,1,74.72,paid,2025-09-01 15:26:00.000000000,True,,,,False,none
154,2804,225,493,2,52.7,paid,2025-09-01 15:31:00.000000000,True,,,,False,none
155,735,225,493,3,79.05,paid,2025-09-01 15:42:00.000000000,True,,,,False,none
156,1397,90,191,1,210.94,paid,2025-09-01 15:51:00.000000000,True,,,,False,none
157,1397,420,910,4,174.0,paid,2025-09-01 16:32:00.000000000,True,,,,False,none
158,1882,239,524,2,60.88,paid,2025-09-01 16:33:00.000000000,True,,,,False,none
159,5105,292,644,1,219.04,paid,2025-09-01 16:48:00.000000000,True,,,,False,none
160,261,411,896,2,30.86,paid,2025-09-01 17:00:00.000000000,True,,,,False,none
161,5111,347,761,2,170.0,paid,2025-09-01 17:07:00.000000000,True,,,,False,none
162,4727,53,115,4,674.76,paid,2025-09-01 17:13:00.000000000,True,,,,False,none
163,3564,90,192,1,168.18,refunded,2025-09-01 17:14:00.000000000,False,,,,False,none
164,5660,157,343,4,206.84,paid,2025-09-01 17:24:00.000000000,True,,,,False,none
165,3900,86,183,1,27.1,paid,2025-09-01 17:30:00.000000000,True,,,,False,none
166,2081,172,377,2,127.92,paid,2025-09-01 17:32:00.000000000,True,,,,False,none
167,1826,366,803,1,59.84,paid,2025-09-01 17:38:00.000000000,True,,,,False,none
168,2296,225,493,1,26.35,paid,2025-09-01 17:39:00.000000000,True,,,,False,none
169,6003,380,837,1,57.56,paid,2025-09-01 17:49:00.000000000,True,,,,False,none
170,5960,353,773,1,25.14,paid,2025-09-01 17:57:00.000000000,True,,,,False,none
171,2432,12,17,3,128.88,paid,2025-09-01 17:57:00.000000000,True,,,,False,none
172,4923,273,598,2,255.62,paid,2025-09-01 18:06:00.000000000,False,,,,False,none
173,3543,311,690,2,39.32,paid,2025-09-01 18:09:00.000000000,True,,,,False,none
174,6034,239,527,3,458.16,paid,2025-09-01 18:09:00.000000000,True,,,,False,none
175,1380,446,971,3,98.85,pending,2025-09-01 18:09:00.000000000,False,,,,False,none
176,3171,294,649,2,417.6,refunded,2025-09-01 18:16:00.000000000,False,,,,False,none
177,4590,434,940,3,40.44,paid,2025-09-01 18:16:00.000000000,True,,,,False,none
178,4792,347,761,1,85.0,paid,2025-09-01 18:17:00.000000000,True,,,,False,none
179,1344,209,451,3,416.67,paid,2025-09-01 18:19:00.000000000,True,,,,False,none
180,3296,226,495,3,183.96,paid,2025-09-01 18:38:00.000000000,True,,,,False,none
181,1757,365,802,3,131.67,paid,2025-09-01 18:42:00.000000000,True,,,,False,none
182,4642,262,575,4,189.28,paid,2025-09-01 18:47:00.000000000,True,,,,False,none
183,2579,12,18,1,95.45,paid,2025-09-01 18:59:00.000000000,True,,,,False,none
184,5462,90,192,2,336.36,refunded,2025-09-01 19:00:00.000000000,False,,,,False,none
185,2791,239,527,1,152.72,paid,2025-09-01 19:07:00.000000000,True,,,,False,none
186,719,366,804,1,22.87,paid,2025-09-01 19:11:00.000000000,True,,,,False,none
187,2380,376,827,2,343.02,paid,2025-09-01 19:16:00.000000000,True,,,,False,none
188,5219,347,761,1,85.0,paid,2025-09-01 19:23:00.000000000,True,,,,False,none
189,3142,35,75,1,13.15,paid,2025-09-01 19:30:00.000000000,True,,,,False,none
190,4755,456,993,1,38.92,paid,2025-09-01 19:40:00.000000000,True,,,,False,none
191,2638,86,183,1,27.1,paid,2025-09-01 19:49:00.000000000,True,,,,False,none
192,459,90,192,1,168.18,paid,2025-09-01 19:56:00.000000000,True,,,,False,none
193,770,107,232,3,390.57,paid,2025-09-01 20:12:00.000000000,True,,,,False,none
194,686,420,910,2,87.0,paid,2025-09-01 20:16:00.000000000,True,,,,False,none
195,766,107,231,1,45.58,paid,2025-09-01 20:18:00.000000000,True,,,,False,none
196,220,90,192,1,168.18,paid,2025-09-01 20:19:00.000000000,True,,,,False,none
197,2380,434,940,2,26.96,paid,2025-09-01 20:25:00.000000000,True,,,,False,none
198,659,366,804,1,22.87,paid,2025-09-01 20:30:00.000000000,True,,,,False,none
199,4120,43,92,2,275.72,paid,2025-09-01 20:35:00.000000000,False,,,,False,none
200,6122,152,329,3,100.26,paid,2025-09-01 20:54:00.000000000,True,,,,False,none
201,4184,86,183,1,27.1,paid,2025-09-01 21:02:00.000000000,True,,,,False,none
202,299,366,804,4,91.48,paid,2025-09-01 21:05:00.000000000,True,,,,False,none
203,3185,107,231,3,136.74,paid,2025-09-01 21:09:00.000000000,True,,,,False,none
204,4969,434,940,2,26.96,paid,2025-09-01 21:09:00.000000000,True,,,,False,none
205,2380,236,515,1,62.0,paid,2025-09-01 21:15:00.000000000,True,,,,False,none
206,3789,366,803,2,119.68,paid,2025-09-01 21:16:00.000000000,True,,,,False,none
207,4674,152,330,2,183.32,paid,2025-09-01 21:18:00.000000000,True,,,,False,none
208,4408,230,503,1,86.82,paid,2025-09-01 21:21:00.000000000,True,,,,False,none
209,3046,366,804,2,45.74,paid,2025-09-01 21:22:00.000000000,True,,,,False,none
210,3707,107,234,1,40.63,paid,2025-09-01 21:23:00.000000000,True,,,,False,none
211,933,7,8,1,50.06,pending,2025-09-01 21:26:00.000000000,False,,,,False,none
212,2639,434,941,4,40.0,paid,2025-09-01 21:30:00.000000000,True,,,,False,none
213,1260,107,233,3,589.62,refunded,2025-09-01 21:49:00.000000000,False,,,,False,none
214,1539,430,933,1,40.54,paid,2025-09-01 22:08:00.000000000,True,,,,False,none
215,4827,107,233,4,786.16,paid,2025-09-01 22:16:00.000000000,True,,,,False,none
216,4420,307,680,2,27.32,paid,2025-09-01 22:16:00.000000000,True,,,,False,none
217,5929,245,545,2,148.7,paid,2025-09-01 22:18:00.000000000,True,,,,False,none
218,1133,86,183,3,81.3,paid,2025-09-01 22:21:00.000000000,True,,,,False,none
219,4443,130,285,1,53.71,paid,2025-09-01 22:35:00.000000000,True,,,,False,none
220,3273,434,941,2,20.0,paid,2025-09-01 22:57:00.000000000,True,,,,False,none
221,814,107,231,4,182.32,paid,2025-09-01 23:02:00.000000000,True,,,,False,none
222,5800,424,919,2,16.2,paid,2025-09-01 23:20:00.000000000,True,,,,False,none
223,5093,383,842,3,258.93,paid,2025-09-01 23:28:00.000000000,False,,,,False,none
224,1361,43,92,1,137.86,paid,2025-09-01 23:44:00.000000000,True,,,,False,none
225,3326,209,450,1,47.49,paid,2025-09-02 00:13:00.000000000,True,,,,False,none
226,551,35,75,1,13.15,paid,2025-09-02 00:23:00.000000000,True,,,,False,none
227,3715,107,234,1,40.63,paid,2025-09-02 00:26:00.000000000,False,,,,False,none
228,2874,366,805,2,53.72,paid,2025-09-02 00:54:00.000000000,True,,,,False,none
229,1276,163,358,2,31.8,paid,2025-09-02 01:58:00.000000000,True,,,,False,none
230,264,365,802,3,131.67,paid,2025-09-02 02:18:00.000000000,True,,,,False,none
231,2318,434,941,2,20.0,paid,2025-09-02 02:49:00.000000000,True,,,,False,none
232,2713,434,941,3,30.0,paid,2025-09-02 03:15:00.000000000,True,,,,False,none
233,5240,273,599,2,610.08,paid,2025-09-02 04:59:00.000000000,True,,,,False,none
234,1078,12,19,3,119.34,paid,2025-09-02 06:22:00.000000000,False,,,,False,none
235,2660,437,948,4,64.16,paid,2025-09-02 07:10:00.000000000,True,,,,False,none
236,5618,107,233,3,589.62,paid,2025-09-02 07:19:00.000000000,True,,,,False,none
237,4803,7,8,1,50.06,paid,2025-09-02 07:25:00.000000000,True,,,,False,none
238,1041,446,970,2,74.64,paid,2025-09-02 07:31:00.000000000,True,,,,False,none
239,658,152,329,2,66.84,paid,2025-09-02 07:37:00.000000000,True,,,,False,none
240,5719,35,74,1,32.01,paid,2025-09-02 07:53:00.000000000,True,,,,False,none
241,2767,225,494,1,29.61,refunded,2025-09-02 08:02:00.000000000,False,,,,False,none
242,659,90,192,1,168.18,paid,2025-09-02 08:04:00.000000000,True,,,,False,none
243,2396,236,517,2,128.56,paid,2025-09-02 08:29:00.000000000,True,,,,False,none
244,1461,236,516,3,140.88,paid,2025-09-02 08:44:00.000000000,True,,,,False,none
245,3765,152,330,4,366.64,paid,2025-09-02 08:44:00.000000000,True,,,,False,none
246,1728,90,191,1,210.94,paid,2025-09-02 08:48:00.000000000,True,,,,False,none
247,5746,420,910,1,43.5,paid,2025-09-02 08:58:00.000000000,True,,,,False,none
248,1078,107,233,1,196.54,paid,2025-09-02 08:58:00.000000000,True,,,,False,none
249,5698,366,803,1,59.84,paid,2025-09-02 08:58:00.000000000,True,,,,False,none
250,1327,273,599,4,1220.16,paid,2025-09-02 09:06:00.000000000,True,,,,False,none
251,4727,353,771,2,148.06,pending,2025-09-02 09:12:00.000000000,False,,,,False,none
252,6000,226,495,4,245.28,paid,2025-09-02 09:13:00.000000000,True,,,,False,none
253,5101,153,333,2,104.72,paid,2025-09-02 09:18:00.000000000,True,,,,False,none
254,3075,239,525,3,302.97,paid,2025-09-02 09:36:00.000000000,True,,,,False,none
255,5418,292,644,2,438.08,pending,2025-09-02 09:39:00.000000000,False,,,,False,none
256,2658,245,545,4,297.4,paid,2025-09-02 09:53:00.000000000,True,,,,False,none
257,1413,43,92,4,551.44,paid,2025-09-02 09:56:00.000000000,True,,,,False,none
258,3765,231,506,3,45.03,paid,2025-09-02 10:03:00.000000000,True,,,,False,none
259,2579,107,231,3,136.74,paid,2025-09-02 10:07:00.000000000,True,,,,False,none
260,5998,191,419,1,17.03,paid,2025-09-02 10:09:00.000000000,True,,,,False,none
261,1552,239,525,2,201.98,paid,2025-09-02 10:15:00.000000000,True,,,,False,none
262,3807,145,315,2,218.78,paid,2025-09-02 10:17:00.000000000,True,,,,False,none
263,5493,107,233,1,196.54,paid,2025-09-02 10:20:00.000000000,True,,,,False,none
264,2385,76,164,1,11.56,paid,2025-09-02 10:28:00.000000000,True,,,,False,none
265,1537,434,941,1,10.0,paid,2025-09-02 10:29:00.000000000,True,,,,False,none
266,5851,145,315,3,328.17,paid,2025-09-02 10:49:00.000000000,True,,,,False,none
267,3316,226,495,1,61.32,paid,2025-09-02 11:05:00.000000000,True,,,,False,none
268,3504,43,92,1,137.86,paid,2025-09-02 11:08:00.000000000,True,,,,False,none
269,1740,353,773,1,25.14,paid,2025-09-02 11:25:00.000000000,True,,,,False,none
270,2171,107,231,1,45.58,paid,2025-09-02 11:29:00.000000000,True,,,,False,none
271,5723,446,971,1,32.95,paid,2025-09-02 11:45:00.000000000,True,,,,False,none
272,4207,90,192,3,504.54,paid,2025-09-02 11:55:00.000000000,True,,,,False,none
273,2621,231,505,1,12.22,paid,2025-09-02 12:03:00.000000000,True,,,,False,none
274,725,43,92,1,137.86,paid,2025-09-02 12:42:00.000000000,True,,,,False,none
275,2241,273,598,2,255.62,paid,2025-09-02 12:47:00.000000000,True,,,,False,none
276,2809,383,841,1,23.7,paid,2025-09-02 12:51:00.000000000,True,,,,False,none
277,3204,353,772,1,28.84,paid,2025-09-02 12:59:00.000000000,True,,,,False,none
278,2624,209,450,1,47.49,paid,2025-09-02 13:02:00.000000000,True,,,,False,none
279,4998,420,910,2,87.0,paid,2025-09-02 13:03:00.000000000,True,,,,False,none
280,2862,239,524,2,60.88,paid,2025-09-02 13:05:00.000000000,True,,,,False,none
281,470,383,841,4,94.8,paid,2025-09-02 13:10:00.000000000,True,,,,False,none
282,2647,7,8,1,50.06,paid,2025-09-02 13:16:00.000000000,True,,,,False,none
283,2416,366,805,1,26.86,paid,2025-09-02 13:22:00.000000000,True,,,,False,none
284,1340,85,182,3,244.41,paid,2025-09-02 13:23:00.000000000,True,,,,False,none
285,2974,434,941,2,20.0,paid,2025-09-02 13:27:00.000000000,True,,,,False,none
286,3114,21,40,1,14.36,paid,2025-09-02 13:32:00.000000000,True,,,,False,none
287,2198,172,377,4,255.84,paid,2025-09-02 13:47:00.000000000,True,,,,False,none
288,2805,294,650,2,201.36,paid,2025-09-02 13:54:00.000000000,True,,,,False,none
289,5352,12,19,4,159.12,paid,2025-09-02 14:22:00.000000000,True,,,,False,none
290,5470,7,7,1,192.2,paid,2025-09-02 14:44:00.000000000,True,,,,False,none
291,729,53,114,1,35.0,paid,2025-09-02 14:58:00.000000000,True,,,,False,none
292,2943,28,58,2,1241.14,paid,2025-09-02 14:59:00.000000000,True,,,,False,none
293,1340,76,164,2,23.12,paid,2025-09-02 15:00:00.000000000,True,,,,False,none
294,2274,434,940,3,40.44,paid,2025-09-02 15:13:00.000000000,False,,,,False,none
295,4252,376,829,1,58.14,paid,2025-09-02 15:24:00.000000000,True,,,,False,none
296,6102,273,598,1,127.81,paid,2025-09-02 15:31:00.000000000,True,,,,False,none
297,1643,21,40,4,57.44,paid,2025-09-02 15:31:00.000000000,True,,,,False,none
298,4588,226,495,1,61.32,refunded,2025-09-02 15:35:00.000000000,False,,,,False,none
299,1621,140,308,2,47.0,paid,2025-09-02 15:45:00.000000000,True,,,,False,none
300,4680,311,690,3,58.98,paid,2025-09-02 15:46:00.000000000,True,,,,False,none
301,933,366,804,3,68.61,paid,2025-09-02 15:46:00.000000000,True,,,,False,none
302,5506,434,940,1,13.48,paid,2025-09-02 15:47:00.000000000,True,,,,False,none
303,3028,43,92,2,275.72,paid,2025-09-02 15:49:00.000000000,True,,,,False,none
304,725,12,19,1,39.78,refunded,2025-09-02 15:53:00.000000000,False,,,,False,none
305,240,85,181,3,596.97,paid,2025-09-02 15:56:00.000000000,True,,,,False,none
306,4826,43,92,1,137.86,paid,2025-09-02 16:05:00.000000000,True,,,,False,none
307,2808,294,650,3,302.04,paid,2025-09-02 16:13:00.000000000,True,,,,False,none
308,2946,434,941,2,20.0,paid,2025-09-02 16:25:00.000000000,True,,,,False,none
309,2661,239,526,1,34.17,paid,2025-09-02 16:41:00.000000000,True,,,,False,none
