user_id,role,is_active,is_verified,account_created_at
246,customer,True,True,2026-03-07 04:57:09.035332972
247,customer,True,False,2026-03-16 01:12:25.428938308
248,customer,True,True,2025-06-22 03:13:03.321480663
249,customer,True,True,2025-02-10 06:13:19.388472572
250,customer,True,False,2025-12-25 16:25:42.840011612
251,customer,True,True,2025-12-29 08:58:16.506996868
252,customer,True,True,2026-06-09 18:16:32.658500574
253,customer,True,True,2026-06-18 10:49:56.593638227
254,customer,True,True,2024-11-12 08:35:52.052805793
255,customer,True,True,2026-02-27 13:01:25.345492392
256,customer,True,True,2024-02-05 00:00:00.000000000
257,customer,True,True,2026-02-05 18:03:18.125300912
258,customer,True,True,2026-05-22 23:14:13.076007539
259,customer,True,False,2025-10-16 04:09:44.684647457
260,customer,True,True,2025-05-06 08:14:01.512109758
261,customer,True,True,2025-06-07 20:30:40.296046246
262,customer,True,False,2025-04-06 13:44:20.450352838
263,customer,True,True,2026-03-29 18:38:12.390366028
264,customer,True,True,2024-11-21 20:22:09.278480102
265,customer,True,True,2024-10-29 16:22:58.376122223
266,customer,True,True,2024-10-11 20:36:43.270171641
267,customer,True,True,2025-09-13 02:18:49.033264315
268,customer,True,True,2026-01-06 22:29:06.837529408
269,customer,True,False,2026-01-20 10:03:35.583774362
270,customer,True,True,2026-05-23 07:40:11.043040527
271,customer,True,True,2026-02-02 18:26:21.100245997
272,customer,True,True,2026-07-05 04:55:31.216680141
273,customer,True,False,2026-05-31 17:22:35.819233430
274,customer,True,True,2025-09-15 08:58:25.698419363
275,customer,True,True,2025-12-20 04:44:27.982701753
276,customer,True,True,2025-09-24 19:13:18.885511123
277,customer,True,True,2025-05-28 19:21:04.755625172
278,customer,True,False,2025-08-15 21:11:15.580884627
279,customer,True,True,2025-09-04 18:28:26.300432036
280,customer,True,True,2025-11-20 23:22:55.163886494
281,customer,True,True,2026-03-03 22:11:59.420886029
282,customer,True,True,2026-04-26 17:54:27.952972497
283,customer,True,True,2026-01-30 03:15:04.323284162
284,customer,True,True,2025-11-17 22:54:16.986594822
285,customer,True,True,2025-10-25 18:17:02.310307561
286,customer,True,True,2025-04-05 21:34:08.279167325
287,customer,True,True,2025-12-04 00:42:41.300730640
288,customer,True,True,2025-07-08 02:28:39.641414492
289,customer,True,True,2026-05-14 07:42:26.427909560
290,customer,True,True,2025-09-12 06:32:54.294120157
291,customer,True,False,2025-09-27 15:30:35.639484734
292,customer,True,False,2024-11-21 17:07:35.856296064
293,customer,True,False,2025-12-20 01:15:52.038328977
294,customer,True,True,2025-12-26 22:16:41.261009474
295,customer,True,True,2025-05-26 19:39:07.625981935
296,customer,True,False,2026-04-20 07:13:27.186264132
297,customer,True,True,2025-09-17 23:51:56.255532334
298,customer,True,True,2026-04-24 16:19:56.711959004
299,customer,True,False,2024-05-27 13:36:57.767791657
300,customer,True,True,2026-01-16 15:42:15.449847331
301,customer,True,True,2026-04-30 02:20:27.459485135
302,customer,True,True,2026-01-31 03:08:51.838446506
303,customer,True,True,2025-09-16 15:56:09.195568487
304,customer,True,True,2025-07-16 03:56:34.329214326
305,customer,True,True,2024-12-12 05:48:57.372804199
306,customer,True,True,2026-02-16 12:03:19.876002564
307,customer,True,True,2025-05-13 21:19:58.068886726
308,customer,True,True,2026-05-31 15:59:28.984639509
309,customer,True,True,2026-04-05 18:44:43.386214157
310,customer,True,True,2026-05-12 08:26:39.453158179
311,customer,True,False,2026-03-10 13:55:29.578086688
312,customer,False,True,2025-05-26 23:18:00.533928428
313,customer,True,False,2026-02-13 09:25:13.659339787
314,customer,True,True,2026-01-19 05:11:30.931925672
315,customer,True,True,2025-09-10 18:45:12.148571610
316,customer,True,True,2025-07-26 19:03:16.685468727
317,customer,True,True,2026-01-14 18:15:15.728535507
318,customer,True,True,2026-04-06 10:49:20.734117729
319,customer,True,True,2024-08-16 13:27:45.275804776
320,customer,True,True,2026-01-13 18:33:11.828778282
321,customer,True,False,2025-12-29 16:04:34.165195153
322,customer,True,True,2025-12-09 08:05:42.835978401
323,customer,True,False,2025-06-30 09:31:03.441373346
324,customer,True,True,2026-05-17 23:00:46.953241658
325,customer,True,False,2024-02-21 13:56:58.974819047
326,customer,True,True,2026-01-03 00:35:22.625826807
327,customer,True,True,2025-06-21 10:24:07.757402380
328,customer,True,True,2026-04-29 03:56:29.939142717
329,customer,True,False,2025-10-02 22:40:14.140686418
330,customer,True,True,2024-05-16 22:26:29.459003718
331,customer,True,True,2024-07-26 05:03:17.684403385
332,customer,True,False,2025-06-28 11:24:09.939261056
333,customer,True,True,2026-03-18 03:23:15.921445077
334,customer,True,True,2025-01-01 08:46:22.906581333
335,customer,True,True,2026-06-01 02:05:37.149097768
336,customer,True,True,2026-03-22 01:32:25.997153983
337,customer,True,True,2025-11-19 23:08:01.320715430
338,customer,True,True,2026-05-26 21:26:34.650298113
339,customer,True,True,2026-01-31 10:35:46.475286519
340,customer,True,True,2025-05-07 23:08:10.071035909
341,customer,False,True,2026-02-26 19:30:11.848554738
342,customer,True,False,2025-04-23 23:31:35.270818104
343,customer,True,True,2024-02-05 00:00:00.000000000
344,customer,True,True,2025-08-15 06:32:14.333703795
345,customer,True,True,2025-04-29 05:40:21.636902010
346,customer,True,True,2024-12-19 16:19:09.698113696
347,customer,True,True,2026-01-18 09:59:08.058673591
348,customer,True,True,2025-05-06 08:15:45.005560062
349,customer,True,True,2026-01-21 23:22:07.936731561
350,customer,True,True,2025-08-31 20:52:57.462769074
351,customer,False,False,2025-03-21 23:41:40.522152895
352,customer,True,True,2026-03-13 01:06:32.125464248
353,customer,True,True,2026-07-02 15:40:18.425377172
354,customer,True,True,2026-03-23 12:56:46.829592912
355,customer,True,True,2025-02-01 17:52:27.246860150
356,customer,True,True,2026-04-05 09:46:05.981219959
357,customer,True,False,2025-02-21 05:34:42.508218767
358,customer,True,True,2026-03-23 00:14:24.681833074
359,customer,True,True,2025-12-14 19:00:50.012255791
360,customer,True,True,2025-11-07 06:26:20.666414308
361,customer,True,True,2026-04-05 20:43:15.423621122
362,customer,True,False,2025-12-12 22:20:07.752136393
363,customer,True,True,2026-05-23 03:40:00.393915867
364,customer,True,True,2026-01-05 05:05:00.339960495
365,customer,True,True,2025-11-22 15:14:34.421118556
366,customer,True,False,2026-07-01 04:39:49.586021856
367,customer,True,False,2026-03-24 10:18:13.725245253
368,customer,True,True,2025-09-07 19:15:11.312948520
369,customer,True,True,2026-04-16 17:06:02.091929156
370,customer,True,True,2025-08-01 07:28:11.747281469
371,customer,True,True,2025-07-08 00:38:34.270992753
372,customer,True,True,2025-09-08 18:32:11.009359951
373,customer,True,True,2025-05-09 21:11:16.309409799
374,customer,True,True,2026-05-27 04:31:48.958496830
375,customer,True,True,2025-03-07 09:52:43.317331830
376,customer,True,True,2026-04-04 07:28:15.854942928
377,customer,True,True,2025-10-16 06:17:38.665884639
378,customer,True,True,2024-06-05 23:43:07.892015601
379,customer,True,True,2026-01-08 12:20:21.771256094
380,customer,True,False,2025-11-02 11:17:03.505410649
381,customer,True,False,2026-04-03 17:03:44.930635497
382,customer,True,True,2024-06-10 21:31:15.951384512
383,customer,True,True,2026-03-24 04:41:19.206140966
384,customer,True,True,2025-06-15 05:39:26.568427778
385,customer,True,True,2024-12-20 08:25:32.741731082
386,customer,True,True,2025-05-20 00:37:06.147292717
387,customer,True,True,2025-08-25 21:52:15.362724047
388,customer,True,True,2025-10-19 08:14:29.048569890
389,customer,True,True,2026-04-29 23:40:30.479331939
390,customer,True,True,2024-07-02 19:52:24.109901642
391,customer,True,True,2025-09-13 17:56:40.480186915
392,customer,True,True,2025-11-02 08:30:19.396257083
393,customer,True,True,2026-04-11 23:39:09.362436895
394,customer,True,False,2025-10-23 22:41:10.375652985
395,customer,True,True,2025-11-14 08:06:13.466688731
396,customer,True,True,2024-06-06 00:02:08.679688403
397,customer,True,True,2025-11-02 11:18:40.767848335
398,customer,True,True,2025-10-27 02:50:23.935451810
399,customer,True,True,2026-04-10 20:17:43.852533746
400,customer,True,True,2026-03-02 23:25:52.772147953
401,customer,True,True,2025-07-17 04:17:19.975614473
402,customer,True,True,2026-06-07 02:14:16.306071720
403,customer,True,True,2025-03-09 04:47:35.437264884
404,customer,True,False,2025-02-28 05:48:30.379375187
405,customer,True,True,2026-03-15 06:27:52.017590051
406,customer,True,False,2025-08-25 01:18:53.200266596
407,customer,True,True,2024-12-07 23:55:41.498523645
408,customer,True,True,2025-11-29 03:38:29.011424972
409,customer,True,True,2025-12-31 01:48:46.026655428
410,customer,True,True,2025-12-11 10:42:13.431915597
411,customer,True,True,2025-09-14 06:00:01.949734481
412,customer,True,True,2026-02-15 07:59:04.638147905
413,customer,True,True,2026-01-13 06:19:40.483157189
414,customer,True,True,2025-09-09 20:21:56.366490284
415,customer,True,True,2026-01-25 07:58:08.972038851
416,customer,True,True,2026-04-18 21:08:24.186252097
417,customer,True,True,2026-06-11 12:27:52.554779010
418,customer,True,True,2025-10-29 16:59:48.547548436
419,customer,True,True,2024-12-31 19:53:17.813767440
420,customer,True,False,2025-08-13 09:11:01.834162723
421,customer,True,True,2026-04-15 11:21:52.221599859
422,customer,True,True,2026-03-03 20:15:20.464421326
423,customer,True,True,2026-01-01 05:41:31.992999369
424,customer,True,True,2024-05-21 03:07:40.142505415
425,customer,True,True,2024-04-23 16:03:03.107026461
426,customer,True,True,2024-06-23 05:42:49.383930546
427,customer,True,True,2025-10-09 18:55:08.999756300
428,customer,True,False,2024-02-05 00:00:00.000000000
429,customer,True,True,2026-02-25 22:46:02.228315745
430,customer,True,True,2026-01-06 22:43:19.380747003
431,customer,True,True,2025-04-03 11:59:53.827998409
432,customer,False,True,2025-09-08 16:16:25.475661512
433,customer,True,True,2025-08-26 20:30:51.027076141
434,customer,True,True,2026-03-31 02:15:52.825889872
435,customer,True,True,2025-11-15 16:20:29.374058285
436,customer,True,True,2026-02-24 03:20:54.296678395
437,customer,True,True,2026-05-05 12:03:18.621536789
438,customer,True,True,2026-02-09 08:02:21.734652152
439,customer,True,True,2025-09-08 14:45:49.612016719
440,customer,True,True,2025-05-24 04:56:25.854652643
441,customer,True,True,2026-06-13 05:04:15.898460889
442,customer,True,True,2025-11-07 00:23:00.808063006
443,customer,True,True,2025-11-23 22:53:07.549113028
444,customer,True,False,2025-09-20 02:30:34.440710288
445,customer,True,True,2026-04-13 18:55:01.029127305
446,customer,True,True,2026-04-11 23:17:18.689030460
447,customer,True,False,2024-12-21 21:16:16.114979877
448,customer,True,False,2026-03-13 19:35:48.624150129
449,customer,True,True,2026-01-14 06:10:17.565565121
450,customer,True,True,2025-12-29 21:01:29.353593064
451,customer,True,True,2026-02-21 19:38:53.203130860
452,customer,True,False,2025-07-24 22:48:53.164764228
453,customer,True,True,2025-08-14 19:35:42.147166094
454,customer,True,True,2025-12-01 20:47:54.411339728
455,customer,True,True,2026-02-14 12:40:04.879089132
456,customer,True,False,2025-12-15 10:59:56.714649052
457,customer,True,True,2025-10-22 01:31:05.758999997
458,customer,True,True,2026-03-03 16:46:45.169067456
459,customer,True,False,2025-07-06 08:11:37.552997717
460,customer,True,True,2025-03-11 15:32:01.079712779
461,customer,True,True,2024-10-18 10:03:39.085553152
462,customer,True,True,2024-11-12 12:07:56.644122173
463,customer,True,True,2025-12-30 21:07:36.179822957
464,customer,False,True,2025-10-12 04:36:09.956383604
465,customer,True,True,2025-12-05 04:15:58.407000374
466,customer,True,True,2025-12-05 19:18:19.290480838
467,customer,True,True,2025-12-16 14:58:54.805275976
468,customer,True,True,2025-11-03 12:20:20.609626938
469,customer,True,False,2025-01-16 09:28:18.844028997
470,customer,True,True,2025-09-01 20:34:32.435647980
471,customer,True,False,2026-04-17 18:36:35.652872166
472,customer,True,True,2025-03-25 09:30:39.041247540
473,customer,True,True,2025-09-23 01:33:43.133141768
474,customer,True,True,2025-07-22 02:32:56.998266499
475,customer,True,False,2025-09-06 07:40:30.397869835
476,customer,True,True,2025-08-27 00:30:05.236567071
477,customer,True,True,2025-08-16 09:00:19.382083774
478,customer,True,True,2026-06-03 03:18:21.673967576
479,customer,True,True,2025-07-25 06:31:14.951357752
480,customer,True,True,2026-02-26 13:57:00.514279533
481,customer,True,True,2026-01-25 17:56:05.236295845
482,customer,True,True,2025-11-05 00:48:33.176394597
483,customer,True,False,2024-08-14 08:30:56.368181702
484,customer,True,True,2026-04-02 07:51:49.092925225
485,customer,True,True,2025-11-11 10:03:34.805044008
486,customer,True,True,2025-12-20 14:39:08.879969212
487,customer,True,False,2025-03-29 23:42:12.601786776
488,customer,True,True,2025-12-25 02:42:05.350822296
489,customer,True,True,2025-09-20 14:57:33.481348085
490,customer,True,True,2026-04-02 00:57:46.082447819
491,customer,True,True,2025-02-04 07:16:53.301325340
492,customer,True,True,2026-05-11 18:55:57.196740381
493,customer,True,True,2025-07-28 15:17:59.450845903
494,customer,True,True,2025-09-19 06:27:05.122222981
495,customer,True,True,2025-08-18 07:33:50.707499720
496,customer,True,False,2026-05-10 18:06:17.981344296
497,customer,True,False,2025-12-28 09:10:21.482237963
498,customer,True,True,2025-04-14 06:41:33.625901441
499,customer,True,True,2024-06-07 06:20:06.920953322
500,customer,True,True,2025-11-25 02:22:59.640491557
501,customer,True,True,2025-05-12 20:08:50.121639719
502,customer,True,True,2025-10-09 20:21:16.680625172
503,customer,True,True,2025-11-15 20:13:39.863980448
504,customer,True,True,2026-01-15 04:46:37.079246257
505,customer,True,True,2025-11-04 02:14:55.890260414
506,customer,True,True,2025-06-07 09:37:12.475395218
507,customer,True,True,2025-05-15 16:24:23.089357590
508,customer,True,True,2026-04-25 20:19:57.614237792
509,customer,True,True,2026-01-28 05:20:15.128475545
510,customer,True,True,2026-04-06 22:11:52.203344119
511,customer,True,True,2025-10-25 13:25:47.118053102
512,customer,True,True,2026-01-02 22:40:57.432671210
513,customer,True,True,2025-08-26 02:48:12.628154616
514,customer,True,False,2025-08-10 04:14:36.096731898
515,customer,True,True,2026-06-27 04:45:24.291264652
516,customer,True,True,2025-11-05 13:14:39.294402326
517,customer,True,True,2025-01-09 07:41:42.952045445
518,customer,True,True,2026-01-28 03:58:48.640702464
519,customer,True,True,2026-02-01 04:44:13.399683274
520,customer,True,True,2025-03-12 00:30:01.910429407
521,customer,True,True,2025-05-02 06:46:36.797341181
522,customer,True,True,2026-03-28 01:21:28.264735789
523,customer,True,False,2025-05-30 23:31:58.949958686
524,customer,True,True,2026-03-05 01:01:33.485941788
525,customer,True,False,2026-02-02 14:35:53.929732091
526,customer,True,True,2026-03-28 03:36:29.294693116
527,customer,True,True,2026-04-26 11:51:18.211976972
528,customer,True,True,2025-10-14 03:03:42.762517961
529,customer,True,True,2026-05-08 12:05:41.766111301
530,customer,True,True,2025-10-05 22:40:29.311098874
531,customer,True,False,2025-10-12 08:52:12.338729219
