tier_id,event_id,category_name,price,currency,total_seats
190,89,Balcony,39.12,USD,644
191,90,Standard,210.94,USD,350
192,90,Early Bird,168.18,USD,157
193,91,General Admission,58.15,USD,187
194,91,Early Bird,43.34,USD,404
195,91,Balcony,47.63,USD,355
196,92,VIP,94.23,USD,1304
197,93,General Admission,15.25,USD,3939
198,93,Early Bird,11.7,USD,749
199,94,Balcony,51.61,USD,22
200,94,Platinum,259.1,USD,60
201,94,VIP,162.86,USD,47
202,94,Early Bird,47.46,USD,40
203,95,Early Bird,22.85,USD,105
204,95,Balcony,25.23,USD,173
205,96,Platinum,196.7,USD,328
206,97,General Admission,35.26,USD,445
207,97,VIP,90.78,USD,502
208,97,Platinum,128.49,USD,297
209,98,Balcony,22.48,USD,288
210,98,General Admission,28.71,USD,134
211,99,Balcony,28.8,USD,203
212,99,Platinum,116.37,USD,41
213,99,VIP,73.95,USD,233
214,99,General Admission,34.71,USD,265
215,100,Standard,67.59,USD,235
216,100,Balcony,64.13,USD,78
217,100,VIP,173.31,USD,113
218,100,Early Bird,54.26,USD,187
219,101,Balcony,19.6,USD,545
220,102,Balcony,61.43,USD,132
221,102,Early Bird,55.28,USD,237
222,102,VIP,185.8,USD,235
223,103,General Admission,46.24,USD,1525
224,104,Early Bird,31.72,USD,31
225,104,Standard,44.69,USD,48
226,104,Balcony,36.22,USD,126
227,105,General Admission,50.87,USD,469
228,106,Balcony,36.41,USD,63
229,106,Platinum,159.18,USD,36
230,106,Standard,39.43,USD,60
231,107,Balcony,45.58,USD,83
232,107,VIP,130.19,USD,321
233,107,Platinum,196.54,USD,130
234,107,Early Bird,40.63,USD,146
235,108,General Admission,122.49,USD,446
236,109,Platinum,101.49,USD,991
237,109,VIP,64.41,USD,594
238,110,VIP,54.59,USD,285
239,110,Balcony,19.74,USD,255
240,111,General Admission,66.13,USD,105
241,111,VIP,160.75,USD,189
242,111,Early Bird,51.94,USD,54
243,112,VIP,68.88,USD,275
244,112,Platinum,113.54,USD,56
245,112,General Admission,28.94,USD,93
246,113,VIP,68.88,USD,712
247,113,Balcony,26.49,USD,1352
248,113,Platinum,120.51,USD,985
249,114,VIP,28.18,USD,21
250,114,Balcony,9.88,USD,36
251,114,General Admission,12.37,USD,35
252,114,Platinum,46.32,USD,19
253,115,VIP,104.33,USD,290
254,116,Platinum,188.43,USD,563
255,117,Balcony,111.98,USD,288
256,118,VIP,145.39,USD,594
257,118,Early Bird,47.45,USD,294
258,119,Early Bird,24.3,USD,338
259,119,Platinum,113.13,USD,175
260,120,Balcony,40.12,USD,257
261,120,General Admission,50.31,USD,158
262,120,Standard,43.97,USD,158
263,120,Platinum,172.18,USD,129
264,121,Balcony,50.72,USD,406
265,121,Standard,60.82,USD,205
266,122,General Admission,81.31,USD,278
267,122,Early Bird,68.6,USD,212
268,123,General Admission,17.41,USD,149
269,124,Standard,41.45,USD,496
270,124,General Admission,35.92,USD,152
271,125,Early Bird,37.39,USD,80
272,125,General Admission,44.13,USD,12
273,126,Platinum,31.6,USD,71
274,126,VIP,20.29,USD,57
275,126,Standard,7.93,USD,81
276,126,General Admission,7.59,USD,68
277,127,Platinum,78.21,USD,167
278,127,Balcony,19.32,USD,550
279,127,General Admission,22.56,USD,110
280,127,Standard,20.75,USD,59
281,128,Early Bird,89.8,USD,587
282,128,Balcony,92.99,USD,1201
283,129,General Admission,32.1,USD,3740
284,129,VIP,83.41,USD,1965
285,130,Standard,53.71,USD,185
286,130,VIP,124.26,USD,168
287,131,Standard,62.78,USD,201
288,131,General Admission,63.2,USD,27
289,132,General Admission,22.65,USD,399
290,132,VIP,55.5,USD,370
291,132,Early Bird,18.35,USD,148
292,133,Standard,78.36,USD,804
293,133,Early Bird,58.07,USD,2728
294,134,VIP,40.38,USD,2520
295,135,General Admission,15.37,USD,42
296,135,Balcony,13.29,USD,64
297,135,VIP,37.73,USD,28
298,135,Early Bird,10.59,USD,57
299,136,Platinum,240.94,USD,473
300,137,Standard,25.24,USD,474
301,137,Early Bird,21.42,USD,385
302,137,Platinum,96.09,USD,413
303,138,Platinum,101.3,USD,522
304,138,Early Bird,20.33,USD,639
305,138,General Admission,25.7,USD,204
306,139,Standard,15.57,USD,657
307,139,Early Bird,12.78,USD,326
308,140,VIP,23.5,USD,347
309,141,Platinum,69.19,USD,975
310,142,Standard,62.32,USD,1379
311,143,VIP,18.82,USD,214
312,144,VIP,55.65,USD,617
313,144,Early Bird,16.82,USD,843
314,144,Balcony,20.4,USD,598
315,145,Early Bird,109.39,USD,1468
316,146,Early Bird,124.34,USD,259
317,147,General Admission,116.74,USD,1132
318,147,VIP,300.27,USD,240
319,148,Standard,13.59,USD,787
320,148,Early Bird,10.27,USD,439
321,149,Balcony,13.56,USD,873
322,149,Early Bird,12.2,USD,220
323,149,Standard,17.3,USD,181
324,150,Early Bird,15.82,USD,1761
325,150,Standard,21.11,USD,871
326,151,Standard,26.18,USD,381
327,151,General Admission,25.89,USD,156
328,152,Early Bird,29.9,USD,145
329,152,Balcony,33.42,USD,223
330,152,VIP,91.66,USD,84
331,152,Standard,41.11,USD,304
332,153,Early Bird,47.76,USD,33
333,153,Balcony,52.36,USD,5
334,154,Standard,111.39,USD,502
335,154,Balcony,82.65,USD,1159
336,155,Balcony,33.64,USD,230
337,155,General Admission,40.85,USD,387
338,155,Platinum,142.77,USD,891
339,156,Early Bird,38.78,USD,740
340,156,VIP,118.8,USD,1372
341,157,Platinum,253.25,USD,107
342,157,Standard,74.72,USD,50
343,157,Early Bird,51.71,USD,23
344,157,Balcony,63.63,USD,31
345,158,Standard,28.19,USD,370
346,158,Platinum,105.2,USD,554
347,158,VIP,63.13,USD,499
348,159,Balcony,25.83,USD,1083
349,159,VIP,82.8,USD,424
350,160,Standard,95.27,USD,109
351,160,Balcony,78.6,USD,174
352,161,General Admission,16.81,USD,514
353,161,Standard,16.16,USD,1050
354,162,General Admission,44.52,USD,483
355,162,Standard,46.84,USD,381
356,163,Early Bird,11.52,USD,28
357,163,Balcony,12.99,USD,5
358,163,Standard,15.9,USD,65
359,164,Platinum,73.74,USD,975
360,165,Standard,20.85,USD,82
361,165,VIP,48.35,USD,169
362,166,Platinum,172.71,USD,100
363,167,Balcony,19.43,USD,180
364,167,Early Bird,16.0,USD,379
365,167,Standard,21.1,USD,224
366,168,Early Bird,36.11,USD,279
367,168,Balcony,40.08,USD,230
368,169,Balcony,35.03,USD,1086
369,169,VIP,102.42,USD,192
370,169,General Admission,38.94,USD,936
371,170,VIP,126.94,USD,234
372,170,Balcony,47.48,USD,29
373,170,Early Bird,40.19,USD,389
374,171,Platinum,71.54,USD,454
375,171,VIP,46.34,USD,731
376,172,VIP,181.48,USD,36
377,172,Early Bird,63.96,USD,724
378,172,Standard,85.18,USD,143
379,173,VIP,63.82,USD,98
380,173,Early Bird,17.68,USD,933
381,173,Standard,24.18,USD,479
382,174,Standard,261.72,USD,120
383,174,Early Bird,197.64,USD,53
384,174,VIP,670.32,USD,49
385,175,Early Bird,181.75,USD,331
386,175,Platinum,908.95,USD,332
387,176,Early Bird,74.19,USD,333
388,176,VIP,239.59,USD,139
389,177,Balcony,10.98,USD,1046
390,178,Balcony,54.85,USD,703
391,179,Early Bird,60.9,USD,294
392,180,Early Bird,53.69,USD,388
393,181,Platinum,173.86,USD,967
394,181,Balcony,43.39,USD,174
395,181,VIP,119.87,USD,783
396,181,General Admission,45.15,USD,905
397,182,Standard,41.15,USD,36
398,182,Balcony,34.41,USD,63
399,183,Balcony,7.04,USD,330
400,183,General Admission,7.51,USD,775
401,184,Standard,268.78,USD,745
402,184,General Admission,269.16,USD,1138
403,185,VIP,74.67,USD,194
404,185,Early Bird,24.81,USD,193
405,185,Platinum,125.38,USD,582
406,186,Standard,29.67,USD,1693
407,186,Balcony,27.37,USD,2214
408,187,Balcony,34.9,USD,450
409,187,Standard,42.42,USD,824
410,187,Platinum,167.04,USD,116
411,188,VIP,122.92,USD,422
412,188,Platinum,188.69,USD,376
413,189,VIP,34.35,USD,341
414,190,VIP,33.39,USD,198
415,190,Standard,15.29,USD,89
416,190,Platinum,58.2,USD,372
417,190,Early Bird,10.75,USD,153
418,191,Early Bird,12.75,USD,767
419,191,Standard,17.03,USD,308
420,192,Balcony,65.42,USD,159
421,192,General Admission,83.13,USD,386
422,193,Early Bird,13.69,USD,259
423,194,Balcony,60.1,USD,163
424,195,General Admission,58.76,USD,655
425,196,Early Bird,29.07,USD,17
426,196,General Admission,38.09,USD,28
427,196,Platinum,145.75,USD,76
428,197,VIP,130.01,USD,47
429,197,Standard,60.94,USD,114
430,197,Early Bird,40.96,USD,177
431,198,Early Bird,15.64,USD,11
432,198,VIP,55.5,USD,7
433,198,General Admission,23.61,USD,27
434,199,VIP,71.87,USD,1252
435,200,Early Bird,12.22,USD,1397
436,200,General Admission,14.18,USD,328
437,201,Balcony,45.61,USD,96
438,201,Early Bird,37.58,USD,204
439,201,Platinum,198.68,USD,139
440,201,VIP,124.77,USD,148
441,202,General Admission,36.39,USD,3399
442,203,General Admission,29.16,USD,2095
443,204,Standard,30.25,USD,879
444,205,General Admission,33.12,USD,486
445,206,Balcony,21.56,USD,383
446,207,Early Bird,57.06,USD,955
447,208,Balcony,16.42,USD,200
448,208,General Admission,18.9,USD,70
449,208,Platinum,74.08,USD,201
450,209,Balcony,47.49,USD,768
451,209,VIP,138.89,USD,173
452,210,General Admission,22.87,USD,137
453,210,Platinum,86.73,USD,122
454,210,VIP,60.77,USD,589
455,210,Early Bird,18.05,USD,164
456,211,General Admission,30.52,USD,154
457,211,Platinum,126.69,USD,243
458,211,Standard,32.45,USD,33
459,212,Platinum,136.13,USD,571
460,212,Balcony,31.65,USD,1057
461,213,Standard,16.45,USD,199
462,213,Early Bird,12.39,USD,84
463,213,General Admission,14.85,USD,70
464,213,VIP,35.22,USD,79
465,214,Balcony,37.3,USD,555
466,215,Platinum,162.93,USD,82
467,215,VIP,103.68,USD,55
468,215,Standard,39.37,USD,66
469,216,Standard,23.97,USD,174
470,216,Balcony,20.06,USD,132
471,216,General Admission,24.9,USD,107
472,217,Early Bird,26.68,USD,427
473,217,Platinum,141.69,USD,1528
474,217,Standard,35.51,USD,494
475,217,General Admission,36.94,USD,2261
476,218,Platinum,336.97,USD,69
477,218,VIP,227.73,USD,84
478,218,General Admission,92.7,USD,50
479,218,Standard,96.13,USD,17
480,219,Standard,18.36,USD,67
481,219,VIP,48.28,USD,502
482,219,General Admission,18.46,USD,273
483,220,Standard,20.58,USD,48
484,220,Platinum,72.55,USD,77
485,220,VIP,45.26,USD,134
486,220,Balcony,16.62,USD,84
487,221,Early Bird,40.57,USD,59
488,222,Platinum,144.75,USD,511
489,222,VIP,96.29,USD,440
490,223,Early Bird,18.17,USD,312
491,224,Standard,38.85,USD,749
492,225,VIP,66.27,USD,99
493,225,Standard,26.35,USD,588
494,225,General Admission,29.61,USD,776
495,226,Platinum,61.32,USD,688
496,227,Early Bird,11.68,USD,578
497,227,Standard,14.37,USD,177
498,228,General Admission,49.81,USD,81
499,228,Early Bird,34.35,USD,146
500,229,Balcony,70.89,USD,940
501,229,VIP,213.03,USD,163
502,230,Balcony,67.94,USD,181
503,230,General Admission,86.82,USD,140
504,230,Platinum,313.28,USD,127
505,231,Early Bird,12.22,USD,40
506,231,Balcony,15.01,USD,32
507,232,Standard,14.44,USD,485
508,232,VIP,37.69,USD,759
509,233,General Admission,56.88,USD,514
510,233,Early Bird,38.69,USD,1175
511,234,Early Bird,75.06,USD,2394
512,235,Balcony,15.7,USD,1012
513,235,Standard,16.53,USD,1999
514,235,Platinum,66.68,USD,1760
515,236,General Admission,62.0,USD,763
516,236,Early Bird,46.96,USD,342
517,236,Standard,64.28,USD,73
518,237,Platinum,63.02,USD,430
519,237,General Admission,17.53,USD,479
520,238,Standard,242.11,USD,244
521,238,VIP,593.06,USD,234
522,238,General Admission,240.65,USD,657
523,238,Balcony,203.26,USD,485
524,239,Early Bird,30.44,USD,55
525,239,VIP,100.99,USD,75
526,239,Balcony,34.17,USD,76
527,239,Platinum,152.72,USD,16
528,240,Platinum,157.22,USD,31
529,240,Balcony,33.65,USD,40
530,240,Standard,37.88,USD,30
531,241,Platinum,92.31,USD,26
532,241,Standard,23.66,USD,142
533,241,VIP,54.37,USD,167
534,242,Balcony,32.15,USD,1189
535,242,VIP,79.14,USD,763
536,243,General Admission,74.12,USD,87
537,243,VIP,180.94,USD,193
538,244,Early Bird,45.14,USD,258
539,244,Balcony,44.79,USD,185
540,244,General Admission,60.04,USD,226
541,244,Platinum,228.16,USD,196
542,245,VIP,181.78,USD,176
543,245,Early Bird,59.95,USD,291
544,245,Platinum,273.76,USD,317
545,245,Standard,74.35,USD,181
546,246,Standard,58.07,USD,299
547,246,Early Bird,41.17,USD,100
548,246,General Admission,59.43,USD,295
549,247,General Admission,78.04,USD,151
550,248,Standard,27.39,USD,766
551,249,General Admission,11.15,USD,200
552,249,Standard,10.77,USD,156
553,250,VIP,148.19,USD,1101
554,250,General Admission,60.57,USD,1887
555,251,General Admission,45.91,USD,1697
556,252,Standard,55.75,USD,152
557,252,Platinum,207.64,USD,134
558,252,Balcony,47.09,USD,82
559,253,General Admission,19.94,USD,3183
560,254,Standard,49.47,USD,206
561,254,Platinum,190.21,USD,560
562,255,Standard,72.29,USD,40
563,255,General Admission,79.12,USD,61
564,256,VIP,156.8,USD,503
565,257,General Admission,8.62,USD,936
566,257,Standard,8.17,USD,791
567,257,Early Bird,6.26,USD,1065
568,258,Balcony,42.34,USD,102
569,258,Platinum,208.91,USD,136
570,259,Early Bird,33.37,USD,508
571,260,General Admission,124.12,USD,139
572,261,Standard,36.6,USD,64
573,261,Platinum,143.04,USD,57
574,261,Balcony,33.25,USD,40
575,262,Standard,47.32,USD,235
576,263,Early Bird,21.19,USD,25
577,263,Balcony,26.81,USD,27
578,263,Standard,30.69,USD,105
579,264,Platinum,135.26,USD,63
580,264,Balcony,30.56,USD,33
581,264,Early Bird,28.24,USD,44
582,264,Standard,34.03,USD,151
583,265,Balcony,26.39,USD,3096
584,266,Standard,39.64,USD,27
585,266,Early Bird,29.0,USD,260
586,266,General Admission,40.76,USD,236
587,267,General Admission,37.55,USD,1194
588,268,Balcony,32.62,USD,1622
589,269,VIP,160.96,USD,71
590,269,Balcony,55.86,USD,29
591,269,General Admission,63.67,USD,78
592,270,Standard,16.15,USD,100
593,270,VIP,42.33,USD,49
594,270,Platinum,64.93,USD,86
595,271,Platinum,96.12,USD,333
596,271,Standard,26.69,USD,837
597,272,Balcony,16.23,USD,288
598,273,Standard,127.81,USD,103
599,273,VIP,305.04,USD,515
600,273,Platinum,548.0,USD,476
601,274,Early Bird,31.03,USD,2914
602,275,Standard,7.48,USD,17
603,275,General Admission,8.61,USD,5
604,275,VIP,18.06,USD,48
605,275,Balcony,7.31,USD,57
606,276,Early Bird,6.32,USD,381
607,277,Platinum,172.21,USD,78
608,277,Standard,47.83,USD,367
609,278,VIP,82.21,USD,186
610,278,Platinum,129.19,USD,57
611,278,General Admission,36.25,USD,77
612,279,Early Bird,35.47,USD,104
613,279,Balcony,40.69,USD,31
614,279,Standard,48.43,USD,93
615,279,VIP,106.07,USD,66
616,280,General Admission,27.03,USD,75
617,280,Early Bird,20.58,USD,256
618,281,Standard,78.39,USD,92
619,281,Platinum,293.47,USD,72
620,281,Balcony,60.45,USD,370
621,282,General Admission,73.17,USD,642
622,283,Platinum,180.77,USD,468
623,283,General Admission,46.26,USD,153
624,283,Balcony,40.98,USD,171
625,283,Standard,46.72,USD,618
626,284,Standard,16.0,USD,228
627,284,Balcony,13.34,USD,302
628,285,Platinum,48.81,USD,493
629,285,Early Bird,8.96,USD,1171
630,286,Platinum,170.64,USD,301
631,287,Balcony,32.18,USD,67
632,287,Early Bird,30.92,USD,44
633,287,General Admission,39.12,USD,43
634,287,VIP,88.5,USD,7
635,288,General Admission,24.84,USD,401
636,289,Platinum,226.61,USD,304
637,289,General Admission,56.68,USD,316
638,289,VIP,130.37,USD,36
639,289,Balcony,50.81,USD,206
640,290,General Admission,34.97,USD,914
641,290,Platinum,133.53,USD,372
642,291,General Admission,23.89,USD,1900
643,291,Balcony,20.89,USD,444
644,292,Platinum,219.04,USD,625
645,292,General Admission,61.89,USD,101
646,293,General Admission,68.18,USD,1015
647,293,Early Bird,54.44,USD,140
648,294,Balcony,82.06,USD,674
649,294,VIP,208.8,USD,1123
650,294,Standard,100.68,USD,342
651,295,VIP,216.2,USD,21
652,295,Balcony,86.19,USD,64
653,295,Platinum,353.07,USD,69
654,295,Early Bird,72.41,USD,93
655,296,VIP,69.58,USD,441
656,297,Platinum,164.03,USD,4054
657,297,VIP,110.79,USD,4643
658,298,Standard,42.15,USD,1281
659,299,General Admission,41.38,USD,503
660,299,VIP,96.63,USD,245
661,299,Standard,38.02,USD,158
662,300,Platinum,129.9,USD,290
663,300,Standard,36.1,USD,315
664,300,Balcony,26.97,USD,205
665,300,Early Bird,23.86,USD,518
666,301,Balcony,16.36,USD,143
667,302,VIP,79.63,USD,53
668,302,Balcony,29.63,USD,161
669,302,General Admission,33.23,USD,70
670,303,Standard,18.26,USD,136
671,303,General Admission,19.2,USD,60
672,304,VIP,128.16,USD,116
673,304,General Admission,55.63,USD,483
674,304,Platinum,213.69,USD,226
675,305,Platinum,158.5,USD,316
676,305,General Admission,37.14,USD,59
677,306,Platinum,130.37,USD,275
678,306,Early Bird,25.29,USD,323
679,307,Early Bird,11.25,USD,118
680,307,Balcony,13.66,USD,44
681,307,Platinum,58.17,USD,142
682,307,Standard,16.61,USD,92
683,308,VIP,350.85,USD,33
684,308,Balcony,134.85,USD,73
685,309,Standard,33.84,USD,643
686,309,Early Bird,26.37,USD,675
687,310,General Admission,19.61,USD,15
688,310,Early Bird,14.78,USD,26
689,310,Standard,19.22,USD,50
690,311,Standard,19.66,USD,263
691,312,VIP,87.26,USD,37
692,312,General Admission,35.59,USD,77
693,312,Balcony,32.58,USD,10
694,312,Early Bird,25.75,USD,20
695,313,Balcony,30.79,USD,119
696,313,VIP,79.58,USD,94
697,313,General Admission,32.27,USD,10
698,314,General Admission,21.72,USD,666
699,315,VIP,66.91,USD,913
700,315,Platinum,107.11,USD,601
701,315,Standard,30.96,USD,357
702,316,VIP,41.41,USD,100
703,316,Early Bird,12.67,USD,13
704,317,Balcony,58.33,USD,77
705,317,General Admission,68.19,USD,90
706,317,Platinum,252.82,USD,143
707,318,VIP,91.95,USD,52
708,318,General Admission,40.1,USD,41
709,319,Standard,42.86,USD,297
710,320,Standard,16.33,USD,87
711,320,Balcony,12.28,USD,497
712,321,Balcony,32.77,USD,1172
713,322,Early Bird,16.67,USD,40
714,322,Balcony,17.91,USD,24
715,323,Platinum,60.29,USD,96
716,323,Standard,15.7,USD,847
717,324,Balcony,22.64,USD,204
718,325,VIP,164.61,USD,64
719,325,General Admission,71.13,USD,96
720,326,Standard,31.05,USD,435
721,326,Balcony,25.35,USD,146
722,327,General Admission,31.28,USD,509
723,327,Balcony,26.58,USD,509
724,328,General Admission,145.45,USD,492
725,329,Early Bird,18.37,USD,182
726,330,VIP,20.49,USD,189
727,330,General Admission,7.91,USD,88
728,330,Platinum,29.25,USD,213
729,331,VIP,421.92,USD,263
730,332,Balcony,114.91,USD,996
731,333,Early Bird,44.34,USD,529
732,333,VIP,159.42,USD,172
733,333,Platinum,250.17,USD,638
734,333,Standard,57.16,USD,254
735,334,Balcony,80.8,USD,314
736,334,Platinum,361.1,USD,933
737,334,Standard,84.87,USD,69
738,334,General Admission,89.39,USD,179
739,335,Balcony,168.81,USD,533
740,336,Platinum,264.07,USD,857
741,336,General Admission,75.74,USD,815
742,337,Standard,51.18,USD,196
743,338,Platinum,80.9,USD,1126
744,338,General Admission,20.81,USD,2111
745,339,VIP,153.09,USD,51
746,339,Early Bird,49.19,USD,44
747,339,Balcony,55.86,USD,99
748,340,General Admission,157.16,USD,35
749,340,VIP,342.62,USD,35
750,341,General Admission,59.26,USD,2132
751,342,VIP,173.45,USD,267
752,343,Standard,9.96,USD,208
753,343,Platinum,37.65,USD,233
754,343,General Admission,9.34,USD,170
755,344,VIP,88.19,USD,193
756,345,Standard,100.6,USD,1732
757,345,Platinum,350.14,USD,2230
758,345,Early Bird,66.63,USD,1824
759,346,Standard,89.97,USD,1551
760,346,Early Bird,70.64,USD,1815
761,347,Balcony,85.0,USD,2556
762,348,Standard,22.72,USD,594
763,349,Platinum,187.84,USD,1452
764,350,General Admission,18.66,USD,516
765,351,Early Bird,21.29,USD,800
766,351,Balcony,25.42,USD,606
767,351,VIP,65.83,USD,264
768,352,VIP,64.44,USD,104
769,352,General Admission,28.53,USD,62
770,352,Early Bird,21.42,USD,193
771,353,VIP,74.03,USD,1063
772,353,Standard,28.84,USD,1296
773,353,Balcony,25.14,USD,295
774,354,Balcony,112.57,USD,69
775,354,Standard,123.51,USD,198
776,354,Platinum,442.55,USD,74
777,355,Platinum,197.44,USD,201
